,0
227,0.0439
228,0.044
229,0.0444
230,0.0444
231,0.0446
232,0.0449
233,0.045
234,0.045
235,0.0451
236,0.0451
237,0.0452
238,0.0453
239,0.0454
240,0.0461
241,0.0462
242,0.0464
243,0.0466
244,0.0468
245,0.047
246,0.0472
247,0.0476
248,0.0477
249,0.0478
250,0.0484
251,0.0484
252,0.0484
253,0.0487
254,0.0488
255,0.049
256,0.0492
257,0.0495
258,0.0495
259,0.0497
260,0.0503
261,0.0503
262,0.0504
263,0.0505
264,0.051
265,0.0511
266,0.0512
267,0.0514
268,0.0516
269,0.0519
270,0.052
271,0.0523
272,0.0524
273,0.0526
274,0.0529
275,0.053
276,0.053
277,0.0531
278,0.0533
279,0.0534
280,0.0534
281,0.0536
282,0.054
283,0.054
284,0.0542
285,0.0542
286,0.0544
287,0.0548
288,0.0549
289,0.0551
290,0.0553
291,0.0554
292,0.0554
293,0.0556
294,0.0558
295,0.0559
296,0.0562
297,0.0562
298,0.0567
299,0.0568
300,0.0569
301,0.0571
302,0.0573
303,0.0573
304,0.0574
305,0.0574
306,0.0575
307,0.0577
308,0.0577
309,0.0582
310,0.0582
311,0.0582
312,0.0586
313,0.0587
314,0.0587
315,0.0595
316,0.0595
317,0.0596
318,0.0596
319,0.0597
320,0.0599
321,0.06
322,0.0601
323,0.0602
324,0.0605
325,0.0613
326,0.0614
327,0.0618
328,0.0619
329,0.0621
330,0.0625
331,0.0626
332,0.0628
333,0.0628
334,0.0631
335,0.0634
336,0.0635
337,0.0636
338,0.0636
339,0.0637
340,0.0638
341,0.0641
342,0.0641
343,0.0643
344,0.0649
345,0.065
346,0.0653
347,0.0657
348,0.066
349,0.0664
350,0.0665
351,0.0666
352,0.0668
353,0.0673
354,0.0673
355,0.0678
356,0.0683
357,0.0683
358,0.0691
359,0.0692
360,0.0692
361,0.0693
362,0.0694
363,0.0695
364,0.0698
365,0.0704
366,0.0705
367,0.0706
368,0.071
369,0.071
370,0.071
371,0.0712
372,0.0712
373,0.0713
374,0.0715
375,0.0717
376,0.0719
377,0.072
378,0.0723
379,0.0723
380,0.0731
381,0.0732
382,0.0732
383,0.0733
384,0.0735
385,0.0735
386,0.0737
387,0.0737
388,0.0739
389,0.074
390,0.0743
391,0.0743
392,0.0744
393,0.0749
394,0.0753
395,0.0757
396,0.0759
397,0.076
398,0.076
399,0.0765
400,0.0767
401,0.0774
402,0.0775
403,0.0778
404,0.0779
405,0.078
406,0.0785
407,0.0788
408,0.0793
409,0.0795
410,0.0796
411,0.0796
412,0.0799
413,0.0799
414,0.08
415,0.0803
416,0.0806
417,0.0808
418,0.0812
419,0.0813
420,0.0817
421,0.082
422,0.0823
423,0.0833
424,0.0835
425,0.0837
426,0.0837
427,0.0846
428,0.0847
429,0.0848
430,0.0849
431,0.0853
432,0.0853
433,0.0856
434,0.0858
435,0.0862
436,0.0868
437,0.0872
438,0.0873
439,0.0874
440,0.0875
441,0.0879
442,0.088
443,0.088
444,0.0886
445,0.0887
446,0.0889
447,0.0893
448,0.0893
449,0.0894
450,0.0896
451,0.0896
452,0.09
453,0.0902
454,0.0902
455,0.0903
456,0.0909
457,0.091
458,0.0913
459,0.0913
460,0.0914
461,0.0915
462,0.0915
463,0.0916
464,0.0916
465,0.0918
466,0.0918
467,0.0919
468,0.0923
469,0.0928
470,0.0929
471,0.0931
472,0.0932
473,0.0933
474,0.0935
475,0.0935
476,0.0939
477,0.094
478,0.0941
479,0.0942
480,0.0945
481,0.0945
482,0.0946
483,0.0947
484,0.0947
485,0.0948
486,0.0949
487,0.0953
488,0.0955
489,0.0955
490,0.0959
491,0.096
492,0.0966
493,0.0971
494,0.0974
495,0.0976
496,0.0981
497,0.0983
498,0.0984
499,0.0984
500,0.0985
501,0.0987
502,0.0989
503,0.0993
504,0.0997
505,0.1001
506,0.1002
507,0.1003
508,0.1004
509,0.1007
510,0.1009
511,0.1011
512,0.1011
513,0.1012
514,0.1014
515,0.102
516,0.1023
517,0.1027
518,0.1028
519,0.1028
520,0.1029
521,0.103
522,0.1031
523,0.1035
524,0.1036
525,0.1039
526,0.1041
527,0.1045
528,0.1047
529,0.1047
530,0.1048
531,0.1048
532,0.1053
533,0.1055
534,0.1055
535,0.1058
536,0.1058
537,0.106
538,0.1062
539,0.1066
540,0.1066
541,0.1067
542,0.107
543,0.1073
544,0.1074
545,0.1077
546,0.1078
547,0.1079
548,0.1084
549,0.1085
550,0.1085
551,0.109
552,0.1094
553,0.1101
554,0.1105
555,0.1106
556,0.1112
557,0.1113
558,0.1114
559,0.1116
560,0.1116
561,0.1117
562,0.1117
563,0.1117
564,0.1118
565,0.1121
566,0.1123
567,0.1123
568,0.1124
569,0.1126
570,0.1128
571,0.1128
572,0.113
573,0.113
574,0.113
575,0.1131
576,0.1137
577,0.1142
578,0.1143
579,0.1149
580,0.1151
581,0.1154
582,0.1156
583,0.1156
584,0.1159
585,0.1161
586,0.1163
587,0.1169
588,0.117
589,0.1173
590,0.1178
591,0.1179
592,0.1181
593,0.1183
594,0.1184
595,0.1184
596,0.1187
597,0.119
598,0.119
599,0.1194
600,0.1195
601,0.1195
602,0.1196
603,0.1197
604,0.1198
605,0.1199
606,0.1199
607,0.12
608,0.1204
609,0.1205
610,0.1206
611,0.121
612,0.1213
613,0.1218
614,0.1221
615,0.1226
616,0.1226
617,0.1226
618,0.1227
619,0.1231
620,0.1234
621,0.1237
622,0.1239
623,0.124
624,0.1242
625,0.1243
626,0.1248
627,0.1248
628,0.1248
629,0.1249
630,0.1249
631,0.1253
632,0.1261
633,0.1263
634,0.1267
635,0.128
636,0.128
637,0.128
638,0.1281
639,0.1283
640,0.129
641,0.1291
642,0.1292
643,0.1292
644,0.1297
645,0.1298
646,0.13
647,0.13
648,0.1301
649,0.1301
650,0.1301
651,0.1307
652,0.1307
653,0.1308
654,0.1309
655,0.131
656,0.131
657,0.1312
658,0.1312
659,0.1312
660,0.1313
661,0.1314
662,0.1315
663,0.1316
664,0.1322
665,0.1323
666,0.1327
667,0.1328
668,0.133
669,0.1331
670,0.1331
671,0.1332
672,0.1334
673,0.1335
674,0.1337
675,0.1339
676,0.1346
677,0.1346
678,0.1347
679,0.1348
680,0.1348
681,0.135
682,0.1352
683,0.1353
684,0.1355
685,0.1357
686,0.1358
687,0.1358
688,0.1362
689,0.1364
690,0.1365
691,0.1366
692,0.1366
693,0.1367
694,0.1367
695,0.1368
696,0.1369
697,0.137
698,0.1371
699,0.1373
700,0.1373
701,0.1378
702,0.1384
703,0.1389
704,0.1391
705,0.1391
706,0.1392
707,0.1393
708,0.1394
709,0.1395
710,0.1395
711,0.1395
712,0.1397
713,0.1399
714,0.14
715,0.1401
716,0.1402
717,0.1406
718,0.1407
719,0.1411
720,0.1417
721,0.1417
722,0.1418
723,0.1421
724,0.1422
725,0.1427
726,0.1428
727,0.1428
728,0.1433
729,0.1434
730,0.1436
731,0.1437
732,0.1437
733,0.1439
734,0.1441
735,0.1441
736,0.1442
737,0.1444
738,0.1444
739,0.1449
740,0.145
741,0.1454
742,0.1455
743,0.1455
744,0.1456
745,0.1456
746,0.146
747,0.1461
748,0.1462
749,0.1467
750,0.1468
751,0.147
752,0.147
753,0.1471
754,0.1471
755,0.1473
756,0.1474
757,0.1475
758,0.1476
759,0.1478
760,0.1483
761,0.1487
762,0.1487
763,0.1499
764,0.1499
765,0.1499
766,0.1501
767,0.1503
768,0.1504
769,0.1506
770,0.1507
771,0.1507
772,0.1509
773,0.151
774,0.151
775,0.1515
776,0.1515
777,0.1517
778,0.1519
779,0.152
780,0.1521
781,0.1521
782,0.1521
783,0.1523
784,0.1528
785,0.1529
786,0.153
787,0.1535
788,0.1536
789,0.1537
790,0.154
791,0.1544
792,0.1544
793,0.1544
794,0.1545
795,0.1545
796,0.1545
797,0.1548
798,0.155
799,0.155
800,0.1552
801,0.1553
802,0.1562
803,0.1565
804,0.1565
805,0.1567
806,0.1568
807,0.1569
808,0.1571
809,0.1573
810,0.1574
811,0.1575
812,0.1577
813,0.1579
814,0.158
815,0.1583
816,0.1588
817,0.1589
818,0.1589
819,0.1591
820,0.1591
821,0.1592
822,0.1599
823,0.16
824,0.1601
825,0.1603
826,0.161
827,0.161
828,0.1612
829,0.1619
830,0.162
831,0.1621
832,0.1622
833,0.1622
834,0.1626
835,0.1628
836,0.1632
837,0.1639
838,0.1639
839,0.1639
840,0.164
841,0.1641
842,0.1646
843,0.1648
844,0.1648
845,0.165
846,0.1655
847,0.1658
848,0.1659
849,0.1665
850,0.1665
851,0.1667
852,0.1667
853,0.1672
854,0.1673
855,0.1678
856,0.1682
857,0.1684
858,0.1686
859,0.1689
860,0.169
861,0.1692
862,0.1695
863,0.1697
864,0.1698
865,0.1701
866,0.1705
867,0.1707
868,0.1708
869,0.1716
870,0.1718
871,0.172
872,0.1727
873,0.1729
874,0.1732
875,0.1733
876,0.1735
877,0.1736
878,0.1738
879,0.174
880,0.1745
881,0.1746
882,0.1747
883,0.1748
884,0.1753
885,0.1755
886,0.1759
887,0.176
888,0.1764
889,0.1767
890,0.177
891,0.1775
892,0.1779
893,0.1784
894,0.1785
895,0.1787
896,0.179
897,0.1794
898,0.1798
899,0.1798
900,0.18
901,0.1802
902,0.1805
903,0.1807
904,0.1812
905,0.1813
906,0.1815
907,0.1815
908,0.1817
909,0.1819
910,0.1822
911,0.1822
912,0.1822
913,0.1822
914,0.183
915,0.1832
916,0.1839
917,0.184
918,0.1844
919,0.1844
920,0.1844
921,0.1846
922,0.1852
923,0.1853
924,0.1855
925,0.1855
926,0.1856
927,0.1856
928,0.1858
929,0.1858
930,0.1859
931,0.186
932,0.1863
933,0.1863
934,0.1866
935,0.1867
936,0.1869
937,0.1869
938,0.1871
939,0.1872
940,0.1874
941,0.1875
942,0.1876
943,0.1879
944,0.1879
945,0.188
946,0.188
947,0.1881
948,0.1882
949,0.1882
950,0.1884
951,0.1884
952,0.1884
953,0.1885
954,0.1891
955,0.19
956,0.1916
957,0.1916
958,0.1918
959,0.1918
960,0.1921
961,0.1926
962,0.1928
963,0.1929
964,0.1929
965,0.1935
966,0.1937
967,0.194
968,0.1941
969,0.1942
970,0.1946
971,0.1947
972,0.1949
973,0.1953
974,0.1955
975,0.1955
976,0.1955
977,0.1957
978,0.1961
979,0.1961
980,0.1963
981,0.1963
982,0.1966
983,0.197
984,0.1976
985,0.1976
986,0.1984
987,0.1985
988,0.1986
989,0.1988
990,0.1988
991,0.199
992,0.1999
993,0.2
994,0.2
995,0.2002
996,0.201
997,0.201
998,0.2012
999,0.2013
1000,0.2018
1001,0.202
1002,0.2021
1003,0.2022
1004,0.2027
1005,0.2029
1006,0.2031
1007,0.2033
1008,0.2037
1009,0.2041
1010,0.2041
1011,0.2043
1012,0.2045
1013,0.2047
1014,0.2048
1015,0.205
1016,0.2053
1017,0.2057
1018,0.2058
1019,0.2062
1020,0.2067
1021,0.2074
1022,0.2075
1023,0.2077
1024,0.2081
1025,0.2081
1026,0.2082
1027,0.2082
1028,0.2083
1029,0.2088
1030,0.2089
1031,0.2098
1032,0.21
1033,0.2101
1034,0.2104
1035,0.2104
1036,0.2107
1037,0.2109
1038,0.2109
1039,0.2111
1040,0.2113
1041,0.2114
1042,0.2114
1043,0.2115
1044,0.2116
1045,0.2117
1046,0.2118
1047,0.2118
1048,0.2121
1049,0.2127
1050,0.2129
1051,0.213
1052,0.213
1053,0.2133
1054,0.2134
1055,0.2136
1056,0.2138
1057,0.2139
1058,0.2141
1059,0.2141
1060,0.2143
1061,0.2145
1062,0.2148
1063,0.2153
1064,0.2153
1065,0.2153
1066,0.2154
1067,0.2155
1068,0.2156
1069,0.2157
1070,0.2163
1071,0.2163
1072,0.2164
1073,0.2166
1074,0.2168
1075,0.2168
1076,0.217
1077,0.2171
1078,0.2174
1079,0.2177
1080,0.218
1081,0.2181
1082,0.2184
1083,0.2184
1084,0.2185
1085,0.2192
1086,0.2193
1087,0.2193
1088,0.2194
1089,0.2196
1090,0.2202
1091,0.2203
1092,0.2203
1093,0.2206
1094,0.2208
1095,0.2209
1096,0.2212
1097,0.2213
1098,0.2216
1099,0.2218
1100,0.2219
1101,0.2221
1102,0.2223
1103,0.2223
1104,0.2238
1105,0.224
1106,0.2241
1107,0.2244
1108,0.2252
1109,0.2252
1110,0.2254
1111,0.2255
1112,0.226
1113,0.2262
1114,0.2262
1115,0.2264
1116,0.2268
1117,0.2268
1118,0.2269
1119,0.2269
1120,0.2275
1121,0.228
1122,0.2282
1123,0.2285
1124,0.2285
1125,0.2285
1126,0.2285
1127,0.2288
1128,0.2288
1129,0.2289
1130,0.229
1131,0.2291
1132,0.2291
1133,0.2292
1134,0.2295
1135,0.2297
1136,0.2301
1137,0.2305
1138,0.2307
1139,0.2314
1140,0.2315
1141,0.2317
1142,0.232
1143,0.2322
1144,0.2326
1145,0.2328
1146,0.233
1147,0.2331
1148,0.2332
1149,0.2333
1150,0.2336
1151,0.2336
1152,0.2337
1153,0.234
1154,0.2344
1155,0.2345
1156,0.2345
1157,0.2348
1158,0.235
1159,0.2355
1160,0.2358
1161,0.2359
1162,0.2359
1163,0.236
1164,0.2361
1165,0.2362
1166,0.2362
1167,0.2363
1168,0.2364
1169,0.2367
1170,0.2367
1171,0.2368
1172,0.237
1173,0.2374
1174,0.2375
1175,0.2377
1176,0.2379
1177,0.2382
1178,0.2385
1179,0.2385
1180,0.2387
1181,0.2388
1182,0.2388
1183,0.2388
1184,0.2389
1185,0.2389
1186,0.239
1187,0.2392
1188,0.2394
1189,0.2395
1190,0.2396
1191,0.2398
1192,0.2401
1193,0.2403
1194,0.2405
1195,0.2407
1196,0.2412
1197,0.2413
1198,0.2413
1199,0.2413
1200,0.2414
1201,0.2415
1202,0.2418
1203,0.2419
1204,0.2421
1205,0.2422
1206,0.2423
1207,0.2423
1208,0.2429
1209,0.2432
1210,0.2436
1211,0.2437
1212,0.2437
1213,0.2438
1214,0.2438
1215,0.2441
1216,0.2442
1217,0.2446
1218,0.2448
1219,0.2451
1220,0.2452
1221,0.2453
1222,0.2455
1223,0.2456
1224,0.2457
1225,0.2458
1226,0.2458
1227,0.246
1228,0.2461
1229,0.2463
1230,0.2467
1231,0.2468
1232,0.247
1233,0.2472
1234,0.2477
1235,0.2479
1236,0.2483
1237,0.2485
1238,0.2487
1239,0.249
1240,0.2492
1241,0.2493
1242,0.2493
1243,0.2495
1244,0.2497
1245,0.2498
1246,0.2504
1247,0.2504
1248,0.2507
1249,0.2507
1250,0.2511
1251,0.2512
1252,0.2513
1253,0.2516
1254,0.2517
1255,0.252
1256,0.2522
1257,0.2524
1258,0.2525
1259,0.2529
1260,0.253
1261,0.2531
1262,0.2532
1263,0.2534
1264,0.2535
1265,0.2535
1266,0.2536
1267,0.2544
1268,0.2544
1269,0.2544
1270,0.2546
1271,0.2548
1272,0.2549
1273,0.255
1274,0.2553
1275,0.2555
1276,0.2556
1277,0.2557
1278,0.2559
1279,0.2562
1280,0.2563
1281,0.2563
1282,0.2565
1283,0.2572
1284,0.2572
1285,0.2574
1286,0.2575
1287,0.2575
1288,0.2575
1289,0.2576
1290,0.258
1291,0.2581
1292,0.2585
1293,0.2586
1294,0.2586
1295,0.2589
1296,0.2589
1297,0.259
1298,0.2591
1299,0.2594
1300,0.2595
1301,0.2596
1302,0.2599
1303,0.2606
1304,0.2606
1305,0.2608
1306,0.2608
1307,0.2608
1308,0.261
1309,0.2612
1310,0.2613
1311,0.2614
1312,0.2616
1313,0.262
1314,0.2621
1315,0.2627
1316,0.2637
1317,0.2643
1318,0.2648
1319,0.2655
1320,0.2657
1321,0.2657
1322,0.2658
1323,0.2658
1324,0.2661
1325,0.2665
1326,0.2666
1327,0.2666
1328,0.2667
1329,0.2667
1330,0.2669
1331,0.267
1332,0.2672
1333,0.2675
1334,0.2675
1335,0.2677
1336,0.2683
1337,0.2683
1338,0.2686
1339,0.2691
1340,0.2693
1341,0.2695
1342,0.2696
1343,0.2696
1344,0.2697
1345,0.2697
1346,0.2698
1347,0.2699
1348,0.27
1349,0.2702
1350,0.2706
1351,0.2706
1352,0.2708
1353,0.2709
1354,0.271
1355,0.271
1356,0.2711
1357,0.2712
1358,0.2714
1359,0.2717
1360,0.2718
1361,0.2723
1362,0.2731
1363,0.2733
1364,0.2735
1365,0.2743
1366,0.2745
1367,0.2745
1368,0.2745
1369,0.2745
1370,0.2746
1371,0.2748
1372,0.2748
1373,0.2749
1374,0.2749
1375,0.2755
1376,0.276
1377,0.2761
1378,0.2762
1379,0.2763
1380,0.277
1381,0.277
1382,0.2774
1383,0.2777
1384,0.2781
1385,0.2781
1386,0.2782
1387,0.2789
1388,0.2793
1389,0.2794
1390,0.2794
1391,0.2799
1392,0.28
1393,0.2802
1394,0.2804
1395,0.2805
1396,0.2816
1397,0.2817
1398,0.2817
1399,0.282
1400,0.2823
1401,0.2823
1402,0.2823
1403,0.2824
1404,0.2826
1405,0.2827
1406,0.2828
1407,0.2828
1408,0.2829
1409,0.283
1410,0.283
1411,0.283
1412,0.2836
1413,0.2837
1414,0.2837
1415,0.2842
1416,0.2854
1417,0.2854
1418,0.2855
1419,0.2865
1420,0.2867
1421,0.2868
1422,0.2868
1423,0.2871
1424,0.2878
1425,0.2879
1426,0.2881
1427,0.2881
1428,0.2882
1429,0.2883
1430,0.2886
1431,0.2886
1432,0.2891
1433,0.2892
1434,0.2896
1435,0.2899
1436,0.29
1437,0.2909
1438,0.2909
1439,0.2916
1440,0.2916
1441,0.2918
1442,0.2918
1443,0.2919
1444,0.2923
1445,0.2931
1446,0.2932
1447,0.2932
1448,0.2938
1449,0.2939
1450,0.2939
1451,0.2941
1452,0.2942
1453,0.2942
1454,0.2944
1455,0.2945
1456,0.2948
1457,0.2951
1458,0.2952
1459,0.2952
1460,0.2957
1461,0.296
1462,0.2962
1463,0.2964
1464,0.2972
1465,0.2973
1466,0.2973
1467,0.2975
1468,0.2975
1469,0.2977
1470,0.2978
1471,0.2981
1472,0.2981
1473,0.2984
1474,0.2985
1475,0.2986
1476,0.2986
1477,0.2987
1478,0.2989
1479,0.2991
1480,0.2993
1481,0.2994
1482,0.2999
1483,0.2999
1484,0.3002
1485,0.3003
1486,0.3006
1487,0.3008
1488,0.3012
1489,0.3012
1490,0.3013
1491,0.3013
1492,0.3013
1493,0.3014
1494,0.3022
1495,0.3025
1496,0.3027
1497,0.3027
1498,0.3029
1499,0.3032
1500,0.3036
1501,0.3037
1502,0.3038
1503,0.3042
1504,0.3045
1505,0.3046
1506,0.3046
1507,0.3048
1508,0.3051
1509,0.3054
1510,0.3058
1511,0.3062
1512,0.3066
1513,0.3066
1514,0.3067
1515,0.3073
1516,0.3073
1517,0.3074
1518,0.3074
1519,0.3075
1520,0.3075
1521,0.3076
1522,0.3076
1523,0.3079
1524,0.3079
1525,0.3083
1526,0.3083
1527,0.3084
1528,0.3086
1529,0.3087
1530,0.3088
1531,0.309
1532,0.3091
1533,0.3092
1534,0.3093
1535,0.3095
1536,0.3099
1537,0.3101
1538,0.3102
1539,0.3105
1540,0.3106
1541,0.3108
1542,0.311
1543,0.3111
1544,0.3114
1545,0.3116
1546,0.3119
1547,0.3119
1548,0.3121
1549,0.3122
1550,0.3123
1551,0.3123
1552,0.3124
1553,0.3128
1554,0.313
1555,0.3131
1556,0.3134
1557,0.3134
1558,0.3136
1559,0.3137
1560,0.3143
1561,0.3143
1562,0.3144
1563,0.3146
1564,0.3146
1565,0.3147
1566,0.3151
1567,0.3152
1568,0.3154
1569,0.3155
1570,0.3158
1571,0.316
1572,0.3161
1573,0.3161
1574,0.3162
1575,0.3166
1576,0.3166
1577,0.3167
1578,0.3171
1579,0.3171
1580,0.3172
1581,0.3173
1582,0.3173
1583,0.3173
1584,0.3179
1585,0.3179
1586,0.318
1587,0.318
1588,0.3182
1589,0.3183
1590,0.3184
1591,0.3185
1592,0.3185
1593,0.3189
1594,0.319
1595,0.3191
1596,0.3191
1597,0.3192
1598,0.3192
1599,0.3193
1600,0.3194
1601,0.3195
1602,0.3196
1603,0.3199
1604,0.3202
1605,0.3203
1606,0.3204
1607,0.3206
1608,0.3206
1609,0.3206
1610,0.3207
1611,0.3213
1612,0.3213
1613,0.3214
1614,0.3214
1615,0.322
1616,0.3222
1617,0.3226
1618,0.3228
1619,0.3239
1620,0.3242
1621,0.3244
1622,0.3244
1623,0.3245
1624,0.3245
1625,0.3245
1626,0.3246
1627,0.3247
1628,0.3247
1629,0.3253
1630,0.3254
1631,0.3255
1632,0.3256
1633,0.3257
1634,0.3257
1635,0.3259
1636,0.3263
1637,0.3264
1638,0.3264
1639,0.3264
1640,0.3269
1641,0.3271
1642,0.3271
1643,0.3273
1644,0.3274
1645,0.3275
1646,0.3276
1647,0.3278
1648,0.3279
1649,0.3279
1650,0.3279
1651,0.3284
1652,0.3286
1653,0.3287
1654,0.329
1655,0.3291
1656,0.3296
1657,0.3299
1658,0.3301
1659,0.3305
1660,0.3305
1661,0.3307
1662,0.3308
1663,0.331
1664,0.3311
1665,0.3314
1666,0.3314
1667,0.3315
1668,0.3315
1669,0.3317
1670,0.3322
1671,0.333
1672,0.333
1673,0.333
1674,0.333
1675,0.3332
1676,0.3333
1677,0.3335
1678,0.3346
1679,0.3349
1680,0.3349
1681,0.335
1682,0.3358
1683,0.3365
1684,0.3369
1685,0.3369
1686,0.3373
1687,0.3374
1688,0.3374
1689,0.3376
1690,0.3378
1691,0.3381
1692,0.3381
1693,0.3382
1694,0.3382
1695,0.3385
1696,0.3386
1697,0.3387
1698,0.3393
1699,0.3397
1700,0.3397
1701,0.3398
1702,0.34
1703,0.34
1704,0.3402
1705,0.3405
1706,0.3405
1707,0.3409
1708,0.341
1709,0.3413
1710,0.3414
1711,0.3415
1712,0.3415
1713,0.3415
1714,0.3416
1715,0.342
1716,0.3424
1717,0.3428
1718,0.3429
1719,0.343
1720,0.343
1721,0.3431
1722,0.3431
1723,0.3431
1724,0.3436
1725,0.3437
1726,0.344
1727,0.3442
1728,0.3443
1729,0.3444
1730,0.3446
1731,0.3451
1732,0.3452
1733,0.3453
1734,0.3457
1735,0.3457
1736,0.3459
1737,0.346
1738,0.3462
1739,0.3464
1740,0.3465
1741,0.3465
1742,0.3467
1743,0.3472
1744,0.3473
1745,0.3473
1746,0.3476
1747,0.3476
1748,0.3478
1749,0.3478
1750,0.3478
1751,0.348
1752,0.3483
1753,0.3487
1754,0.3491
1755,0.3492
1756,0.3494
1757,0.3496
1758,0.3498
1759,0.3501
1760,0.3503
1761,0.3504
1762,0.3505
1763,0.3509
1764,0.351
1765,0.3511
1766,0.3512
1767,0.3512
1768,0.3518
1769,0.3521
1770,0.3525
1771,0.3527
1772,0.3533
1773,0.3534
1774,0.3535
1775,0.3538
1776,0.3539
1777,0.354
1778,0.3542
1779,0.3542
1780,0.3543
1781,0.3546
1782,0.3547
1783,0.3548
1784,0.3548
1785,0.3548
1786,0.3549
1787,0.3551
1788,0.3554
1789,0.3555
1790,0.3555
1791,0.3556
1792,0.356
1793,0.356
1794,0.356
1795,0.3565
1796,0.3569
1797,0.3572
1798,0.3572
1799,0.3573
1800,0.3573
1801,0.3578
1802,0.3578
1803,0.3578
1804,0.3579
1805,0.3581
1806,0.3582
1807,0.3585
1808,0.3586
1809,0.3586
1810,0.3587
1811,0.359
1812,0.3594
1813,0.3594
1814,0.3599
1815,0.3605
1816,0.361
1817,0.3611
1818,0.3614
1819,0.3616
1820,0.3617
1821,0.3617
1822,0.3619
1823,0.362
1824,0.3621
1825,0.3622
1826,0.3624
1827,0.3625
1828,0.3625
1829,0.3627
1830,0.3629
1831,0.3634
1832,0.3637
1833,0.3638
1834,0.3639
1835,0.3641
1836,0.3642
1837,0.3642
1838,0.3643
1839,0.3646
1840,0.3651
1841,0.3654
1842,0.3655
1843,0.3658
1844,0.3659
1845,0.3664
1846,0.3671
1847,0.3671
1848,0.3677
1849,0.3677
1850,0.3681
1851,0.3683
1852,0.3683
1853,0.3683
1854,0.3684
1855,0.3686
1856,0.3689
1857,0.3695
1858,0.3696
1859,0.3696
1860,0.3699
1861,0.37
1862,0.3704
1863,0.3705
1864,0.3706
1865,0.3707
1866,0.3707
1867,0.3709
1868,0.3709
1869,0.3711
1870,0.3714
1871,0.3717
1872,0.3717
1873,0.3718
1874,0.3718
1875,0.3726
1876,0.3729
1877,0.3731
1878,0.3734
1879,0.3737
1880,0.374
1881,0.3747
1882,0.3749
1883,0.3751
1884,0.3753
1885,0.3758
1886,0.3761
1887,0.3763
1888,0.3763
1889,0.377
1890,0.3777
1891,0.3778
1892,0.3778
1893,0.3778
1894,0.378
1895,0.3783
1896,0.3789
1897,0.3795
1898,0.3799
